Source Node ID,Target Node ID,Link Value
109285693060624735,38686,1.0
109246574412564170,30876,1.0
109287697592396814,30876,1.0
553630,30876,1.0
1010728,30876,1.0
1010728,109244562005029602,1.0
1010728,108136968771416517,1.0
109249178478301545,30876,1.0
109249178478301545,35711,1.0
109249178478301545,38686,1.0
109258784219893872,30876,1.0
108255514337583795,30876,1.0
269732,30876,1.0
34400,30876,1.0
34400,38686,1.0
34400,109254091885020084,1.0
34400,109265643618443677,1.0
109296450129061405,109254091885020084,1.0
109296618092757024,109254091885020084,1.0
109300294259263821,109254091885020084,1.0
109284900708085612,109244562005029602,1.0
109287504255076954,38686,1.0
109268791687815560,38686,1.0
109286401623677417,109244562005029602,1.0
109254375162403979,109289078951237020,1.0
109254375162403979,109304584877181295,1.0
109254375162403979,1259277,1.0
109254375162403979,109308886695058641,1.0
109254375162403979,109292711459721972,1.0
109254375162403979,109298936952747594,1.0
109254375162403979,109305105624228140,1.0
109254375162403979,109269212191715288,1.0
109317479565805473,109258931818452010,1.0
109299690614105461,35711,1.0
109299690614105461,1021901,1.0
109292082960435813,34202,1.0
109301321143434278,109244562005029602,1.0
109301321143434278,37708,1.0
424002,108218038302597822,1.0
109297498965374487,424002,1.0
109290390441796560,109244562005029602,1.0
109300443614380940,109244562005029602,1.0
109295096908025203,34202,1.0
109295096908025203,109258931818452010,1.0
109266132542409031,109258931818452010,1.0
109264004610923692,109258931818452010,1.0
109284863490577433,109258931818452010,1.0
109268403646846869,34202,1.0
109268403646846869,109258931818452010,1.0
109299634165348644,109258931818452010,1.0
109301611789395337,109246223497667477,1.0
109301611789395337,109244562005029602,1.0
108195238290045150,587702,1.0
109302156422949313,1021901,1.0
109302156422949313,501479,1.0
109316451899893143,109244562005029602,1.0
109316451899893143,34202,1.0
109324272924484948,109244562005029602,1.0
109292853164827479,109244562005029602,1.0
